10000,5.774625,235504,124239
10000,4.170416,235427,124289
1000,1.24425,16840,9052
5000,1.352292,107623,57133
10000,2.313958,235374,124203
50000,9.666291,1409563,737229
100000,14.07525,3019682,1574877
1000,1.103125,16907,9130
5000,1.566292,107705,57074
10000,3.46475,235364,124233
50000,11.795084,1409733,737461
100000,14.219959,3019503,1574860
